codigoinstitucion;nombreinstitucion;codigodepartinstitucion;nombredepartinstitucion;codigomunicipioinstitucion;nombremunicipioinstitucion;codigoorigeninstitucional;nombreorigeninstitucional;codigocaracteracademico;nombrecaracteracademico;codigoprograma;nombreprograma;codigodepartprograma;nombredepartprograma;codigomunicipioprograma;nombremunicipioprograma;codigoestadoprograma;nombreestadoprograma;cantidadcreditos;fechaacreditacion;codigoareaconocimiento;nombreareaconocimiento;codigometodologia;nombremetodologia;codigonbc;nombrenbc;codigonivelformacion;nombrenivelformacion;codigonivelacademico;nombrenivelacademico;codigoperiodicidad;nombreperiodicidad;cantidadperiodos;numeroresolucionacreditacion;codigotipoacreditacion;nombretipoacreditacion;aniosacreditados;nombretituloobtenido;fechacreacion
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5376;La Ceja;2;Inactivo;NA;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;6;Universitaria;1;Pregrado;2;Semestral;10;NA;4;n/a;NA;ADMINISTRADOR DE EMPRESAS;NA
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5376;La Ceja;2;Inactivo;NA;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;6;Universitaria;1;Pregrado;2;Semestral;10;NA;4;n/a;NA;ADMINISTRADOR DE EMPRESAS;NA
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5887;Yarumal;2;Inactivo;NA;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;6;Universitaria;1;Pregrado;2;Semestral;10;NA;4;n/a;NA;ADMINISTRADOR DE EMPRESAS;NA
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;156;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;6;Universitaria;1;Pregrado;2;Semestral;9;NA;3;Acreditación de alta calidad;6;ADMINISTRADOR DE EMPRESAS;7/03/2016
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;156;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;6;Universitaria;1;Pregrado;2;Semestral;9;NA;3;Acreditación de alta calidad;4;ADMINISTRADOR DE EMPRESAS TURISTICAS;15/02/2018
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;135;NA;5;Ciencias sociales y humanas;1;Presencial;556;Ciencia política relaciones internacionales;6;Universitaria;1;Pregrado;2;Semestral;8;NA;2;Registro calificado;7;POLITÓLOGO (A);12/08/2016
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;160;NA;9;Matemáticas y ciencias naturales;1;Presencial;937;Matemáticas estadística y afines;6;Universitaria;1;Pregrado;2;Semestral;10;NA;2;Registro calificado;8;PROFESIONAL EN COMPUTACIÓN CIENTÍFICA;5/05/2014
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;150;NA;2;Bellas artes;1;Presencial;26;Publicidad y afines;6;Universitaria;1;Pregrado;2;Semestral;10;NA;3;Acreditación de alta calidad;8;COMUNICADOR GRAFICO PUBLICITARIO;15/02/2018
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;150;NA;5;Ciencias sociales y humanas;1;Presencial;557;Comunicación social periodismo y afines;6;Universitaria;1;Pregrado;2;Semestral;10;NA;2;Registro calificado;7;COMUNICADOR EN ENTRETENIMIENTO DIGITAL;20/10/2020
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;150;NA;5;Ciencias sociales y humanas;1;Presencial;557;Comunicación social periodismo y afines;6;Universitaria;1;Pregrado;2;Semestral;10;NA;3;Acreditación de alta calidad;8;COMUNICADOR EN LENGUAJES AUDIOVISUALES;15/04/2021
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;150;NA;5;Ciencias sociales y humanas;1;Presencial;557;Comunicación social periodismo y afines;6;Universitaria;1;Pregrado;2;Semestral;10;NA;3;Acreditación de alta calidad;6;PROFESIONAL EN COMUNICACION Y RELACIONES CORPORATIVAS;30/09/2015
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5887;Yarumal;2;Inactivo;NA;NA;6;Economía administración contaduría y afines;1;Presencial;612;Contaduría pública;6;Universitaria;1;Pregrado;2;Semestral;11;NA;4;n/a;NA;CONTADOR PUBLICO;NA
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;156;NA;6;Economía administración contaduría y afines;1;Presencial;612;Contaduría pública;6;Universitaria;1;Pregrado;2;Semestral;9;NA;3;Acreditación de alta calidad;6;CONTADOR PUBLICO;6/08/2018
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;13;Bolívar;13;Bolívar;13001;Cartagena de Indias;1;Activo;172;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;6;Universitaria;1;Pregrado;2;Semestral;10;NA;2;Registro calificado;8;ABOGADO;7/04/2014
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5686;Santa Rosa de Osos;2;Inactivo;NA;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;6;Universitaria;1;Pregrado;1;Anual;5;NA;4;n/a;NA;ABOGADO;NA
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5686;Santa Rosa de Osos;2;Inactivo;NA;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;6;Universitaria;1;Pregrado;1;Anual;5;NA;4;n/a;NA;ABOGADO;NA
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;11;Bogotá D.C.;11;Bogotá D.C.;11001;Bogotá D.C.;1;Activo;155;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;6;Universitaria;1;Pregrado;2;Semestral;10;NA;2;Registro calificado;7;ABOGADO;30/12/2014
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;151;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;6;Universitaria;1;Pregrado;2;Semestral;10;NA;3;Acreditación de alta calidad;8;ABOGADO;23/02/2017
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;142;NA;2;Bellas artes;1;Presencial;27;Diseño;6;Universitaria;1;Pregrado;2;Semestral;8;NA;2;Registro calificado;7;PROFESIONAL EN DISEÑO Y GESTIÓN DE ESPACIOS;6/04/2016
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;142;NA;2;Bellas artes;1;Presencial;27;Diseño;6;Universitaria;1;Pregrado;2;Semestral;8;NA;2;Registro calificado;7;PROFESIONAL EN DISEÑO Y GESTIÓN DE LA MODA Y EL TEXTIL;6/04/2016
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;142;NA;2;Bellas artes;1;Presencial;27;Diseño;6;Universitaria;1;Pregrado;2;Semestral;8;NA;2;Registro calificado;7;PROFESIONAL EN DISEÑO Y GESTIÓN DEL PRODUCTO;6/04/2016
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;85;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;3;Doctorado;2;Posgrado;2;Semestral;8;NA;2;Registro calificado;7;DOCTOR EN ADMINISTRACIÓN;18/12/2019
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;84;NA;5;Ciencias sociales y humanas;1;Presencial;557;Comunicación social periodismo y afines;3;Doctorado;2;Posgrado;2;Semestral;8;NA;2;Registro calificado;7;DOCTOR EN COMUNICACIÓN;19/09/2019
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;84;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;3;Doctorado;2;Posgrado;2;Semestral;10;NA;2;Registro calificado;7;DOCTOR EN DERECHO;1/03/2018
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;82;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;3;Doctorado;2;Posgrado;2;Semestral;14;NA;2;Registro calificado;7;DOCTOR EN DERECHO PROCESAL CONTEMPORÁNEO;20/01/2016
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;86;NA;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;833;Otras ingenierías;3;Doctorado;2;Posgrado;1;Anual;6;NA;2;Registro calificado;7;DOCTOR EN INGENIERÍA;26/10/2016
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;87;NA;9;Matemáticas y ciencias naturales;1;Presencial;937;Matemáticas estadística y afines;3;Doctorado;2;Posgrado;2;Semestral;8;NA;2;Registro calificado;7;DOCTOR EN MODELACIÓN Y COMPUTACIÓN CIENTÍFICA;22/04/2021
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;156;NA;6;Economía administración contaduría y afines;1;Presencial;611;Economía;6;Universitaria;1;Pregrado;2;Semestral;9;NA;2;Registro calificado;7;ECONOMISTA;13/12/2017
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;NA;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN  GESTION EN PROYECTOS DE NEGOCIOS DIGITALES;NA
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5148;El Carmen de Viboral;2;Inactivo;NA;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN ALTA GERENCIA;NA
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;24;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN ALTA GERENCIA;19/09/2019
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;11;Bogotá D.C.;11;Bogotá D.C.;11001;Bogotá D.C.;1;Activo;24;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN ALTA GERENCIA;16/02/2021
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;29;NA;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;820;Ingeniería ambiental sanitaria y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN AUDITORIA AMBIENTAL;16/12/2005
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;28;NA;5;Ciencias sociales y humanas;1;Presencial;557;Comunicación social periodismo y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN COMUNICACIÓN ESTRATÉGICA PARA LA WEB;22/11/2011
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;24;NA;5;Ciencias sociales y humanas;3;Virtual;557;Comunicación social periodismo y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;8;ESPECIALISTA EN COMUNICACIÓN ESTRATÉGICA PARA LA WEB;5/05/2014
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;26;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN CONTABILIDAD GUBERNAMENTAL;10/11/2006
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;NA;NA;6;Economía administración contaduría y afines;1;Presencial;612;Contaduría pública;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN CONTRALORIA;NA
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;63;Quindío;63;Quindío;5059;Armenia;1;Activo;24;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN CONTRATACIÓN ESTATAL;16/01/2019
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;13;Bolívar;13;Bolívar;13001;Cartagena de Indias;1;Activo;28;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN CONTRATACIÓN ESTATAL;21/08/2019
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;27;Chocó;27;Chocó;27001;Quibdó;1;Activo;24;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN CONTRATACIÓN ESTATAL;16/01/2019
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;24;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN CONTRATACIÓN ESTATAL;13/02/2018
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;28;NA;5;Ciencias sociales y humanas;3;Virtual;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN CONTRATACIÓN ESTATAL;21/01/2019
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;23;Córdoba;23;Córdoba;23001;Montería;2;Inactivo;NA;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN DERECHO ADMINISTRATIVO;NA
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;27;Chocó;27;Chocó;27001;Quibdó;2;Inactivo;NA;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN DERECHO ADMINISTRATIVO;NA
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;24;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN DERECHO ADMINISTRATIVO;11/06/2021
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5686;Santa Rosa de Osos;2;Inactivo;NA;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN DERECHO ADMINISTRATIVO;NA
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;NA;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN DERECHO ADMINISTRATIVO;NA
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;66;Risaralda;66;Risaralda;66001;Pereira;2;Inactivo;NA;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN DERECHO ADMINISTRATIVO;NA
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;26;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN DERECHO AMBIENTAL;8/03/2019
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;63;Quindío;63;Quindío;5059;Armenia;1;Activo;24;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN DERECHO AMBIENTAL;4/05/2018
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;24;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN DERECHO DE FAMILIA;11/06/2021
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;28;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN DERECHO DE LA SEGURIDAD SOCIAL;21/01/2019
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;26;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;1;Anual;1;NA;2;Registro calificado;7;ESPECIALISTA EN DERECHO DE LOS NIÑOS;19/04/2006
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;24;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN DERECHO DE SEGUROS;13/02/2018
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;63;Quindío;63;Quindío;5059;Armenia;2;Inactivo;NA;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN DERECHO PROBATORIO PENAL;NA
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;11;Bogotá D.C.;11;Bogotá D.C.;11001;Bogotá D.C.;1;Activo;24;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN DERECHO DE TIERRAS;16/02/2021
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;24;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN DERECHO DE TIERRAS;16/10/2012
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;28;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN DERECHO ECONÓMICO;22/11/2011
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;24;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;85;ESPECIALISTA EN DERECHO EMPRESARIAL;31/07/2013
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;24;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN DERECHO INMOBILIARIO Y  GESTIÓN URBANA;13/02/2018
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;28;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN DERECHO INTERNACIONAL PRIVADO;3/04/2019
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;24;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN DERECHO LABORAL ADMINISTRATIVO;29/12/2017
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;63;Quindío;63;Quindío;5059;Armenia;1;Activo;24;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN DERECHO LABORAL ADMINISTRATIVO;7/11/2019
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;24;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN DERECHO PENAL;16/02/2021
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;27;Chocó;27;Chocó;27001;Quibdó;2;Inactivo;NA;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN DERECHO PENAL Y CRIMINALISTICA;NA
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;23;Córdoba;23;Córdoba;23001;Montería;2;Inactivo;NA;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN DERECHO PENAL Y CRIMINALISTICA;NA
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;20;Cesar;20;Cesar;20001;Valledupar;2;Inactivo;NA;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN DERECHO PENAL Y CRIMINALISTICA;NA
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5615;Rionegro;2;Inactivo;NA;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN DERECHO PENAL Y CRIMINALISTICA;NA
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;66;Risaralda;66;Risaralda;66001;Pereira;2;Inactivo;NA;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN DERECHO PENAL Y CRIMINALISTICA;NA
1812;UNIVERSIDAD DE MEDELLIN;5;Antioquia;5001;Medellín;2;Privado;4;Universidad;5;Antioquia;5;Antioquia;5837;Turbo;2;Inactivo;NA;NA;5;Ciencias sociales y humanas;1;Presencial;559;Derecho y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN DERECHO PENAL Y CRIMINALISTICA.;NA
